customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating
558,51,,SME,Landscape architect,Kilifi,Low
559,,Medium,SME,,Nyeri,High
560,,Low,Mass,Electronics engineer,Naivasha,Low
561,56,Low, ,Electronics engineer,Nairobi,High
562,,,Affluent,"Pharmacist, hospital",Malindi,High
563,,Low,Affluent,Medical physicist,Kitale,High
564,,Low,SME,,Malindi,Low
565,,,Mass,"Engineer, chemical",Garissa,High
566,,, ,Clinical psychologist,Lamu,Low
567,71,High,SME,Arts administrator,Homa Bay,Medium
568,,High, ,Child psychotherapist,Voi,High
569,,Medium,Mass,"Doctor, general practice",Embu,
570,,,Mass,Diplomatic Services operational officer,Kisumu,
571,,Medium,Mass,Information systems manager,Narok,Low
572,,High,SME,Trade mark attorney,Kitale,
573,,,Mass,"Secretary, company",Narok,Low
574,,Low,SME,Printmaker,Isiolo,Low
575,,High,SME,"Therapist, music",Wajir,
576,,,Affluent,Web designer,Embu,
577,,High,SME,Structural engineer,Migori,Medium
578,,,SME,Landscape architect,Voi,Low
579,,,Affluent,"Conservation officer, nature",Meru,
580,,, ,Special educational needs teacher,Kisumu,Medium
581,,Medium,Affluent,Special effects artist,Busia,Medium
582,,,Affluent,Further education lecturer,Voi,Low
583,,High,Mass,,Kitale,High
584,47,,Mass,Geophysical data processor, ,
585,,Low,Affluent,Records manager,Migori,
586,,High,Mass,Communications engineer,Malindi,
587,68,,Affluent,Brewing technologist,Eldoret,
588,,,Mass,"Therapist, art",Machakos,
589,,Low,SME,Product/process development scientist,Narok,
590,,,Mass,Art therapist,Busia,Medium
591,,High,Mass,"Teacher, primary school",Nakuru,Low
592,,High,SME,"Accountant, chartered public finance",Garissa,Medium
593,51,Low,Affluent,Regulatory affairs officer,Narok,
594,,,Mass,Counselling psychologist,Garissa,Low
595,70,High,Mass,Energy engineer,Busia,
596,,High,SME,Brewing technologist,Embu,Low
597,,High,SME,"Engineer, chemical",Wajir,Medium
598,,,SME,Chemical engineer,Homa Bay,Low
599,60,Low, ,Academic librarian,Lamu,Medium
600,,High,SME,Nature conservation officer,Nyeri,
601,,,Affluent,"Designer, industrial/product",Lamu,Low
602,,,Mass,Agricultural engineer,Embu,High
603,,Medium,Mass,Actor,Migori,High
604,,Low, ,Maintenance engineer,Kakamega,Medium
605,,,Mass,"Scientist, biomedical",Mombasa,Medium
606,25,High,Mass,"Surveyor, building control",Kwale,Medium
607,,Medium,Affluent,Tourism officer,Narok,Medium
608,,Low,Mass,Museum/gallery conservator,Kisumu,
609,,,Affluent,Art therapist,Nakuru,High
610,,Medium, ,"Scientist, clinical (histocompatibility and immunogenetics)",Kakamega,Medium
611,,Medium,Affluent,"Engineer, civil (consulting)",Kericho,Low
612,,,SME,Toxicologist,Isiolo,Low
613,78,Low,SME,Oncologist,Isiolo,
614,,, ,Press photographer,Narok,Medium
615,68,,Mass,Senior tax professional/tax inspector,Kitale,Low
616,22,High,Affluent,"Surveyor, insurance",Nairobi,Medium
617,,,SME,Arboriculturist,Lamu,Low
618,,Medium,Affluent,Multimedia specialist,Thika,
619,39,Low,SME,Haematologist,Kisumu,Low
620,18,,Affluent,Licensed conveyancer,Malindi,Medium
621,,,Mass,"Investment banker, corporate",Kisumu,Medium
622,,Low, ,Horticultural consultant,Nairobi,
623,29,,Mass,Sub,Kisumu,High
624,63,High,Affluent,"Engineer, land",Nakuru,Medium
625,51,,SME,Engineering geologist,Thika,High
626,,High,SME,Multimedia specialist,Naivasha,Medium
627,,Medium, ,"Journalist, newspaper",Voi,
628,,Medium,Mass,"Librarian, academic",Kilifi,Low
629,,,Mass,Ranger/warden,,High
630,64,High,Mass,Emergency planning/management officer,Machakos,Low
631,,Medium,SME,Accounting technician,Kericho,
632,,, ,Clinical research associate,Nakuru,
633,,Low,SME,Set designer,Thika,
634,73,Low,Mass,Health visitor,Kakamega,Medium
635,,High,Affluent,Drilling engineer,Nairobi,Medium
636,65,,SME,"Geologist, engineering",Machakos,Medium
637,78,, ,Industrial/product designer,Siaya,Medium
638,43,High,Mass,"Engineer, drilling",Mombasa,High
639,,Low,Affluent,Water engineer,Machakos,
640,25,High,SME,Learning mentor,Migori,High
641,,,Affluent,Dancer,Meru,Medium
642,,Medium,Affluent,Barrister's clerk,Nakuru,Low
643,,, ,Ceramics designer,Malindi,High
644,,Medium,SME,Sub,Naivasha,Low
645,,Medium, ,Logistics and distribution manager,Nyeri,Medium
646,73,Medium,Mass,Lexicographer,Eldoret,High
647,,High,Affluent,Media buyer,Nyeri,High
648,31,Low, ,Video editor,Bomet,High
649,45,High, ,Warden/ranger,Kitale,Low
650,,Low,Mass,Ergonomist,Bungoma,Medium
651,,,SME,Solicitor,Migori,
652,,, ,Environmental education officer,Thika,
653,31,,Affluent,Museum/gallery conservator,Nairobi,Medium
654,,High,Affluent,Financial planner,Kisumu,High
655,24,High,Affluent,Dentist,Bomet,
656,20,Low,Affluent,"Solicitor, Scotland",Kwale,High
657,,High, ,"Physicist, medical",Naivasha,Medium
658,,Medium,Affluent,Pension scheme manager,Kakamega,Low
659,,High, ,Animator,Lamu,High
660,,Low,SME,Financial planner,Kitale,Low
661,32,Low,Affluent,Advertising account executive,Meru,Low
662,,Medium,SME,Aid worker,Nairobi,Medium
663,,Low, ,Newspaper journalist,Nakuru,Medium
664,45,,Mass,"Therapist, nutritional",Mombasa,Low
665,,,SME,Astronomer,Mombasa,Low
666,56,High,Affluent,"Therapist, art",Malindi,
667,,,Mass,Animator,Bungoma,
668,,High,SME,Learning mentor,,Medium
669,,, ,"Psychologist, sport and exercise",Mombasa,High
670,42,High, ,Higher education lecturer,Nakuru,Low
671,,Medium, ,"Research officer, political party",Kilifi,High
672,30,Low,SME,Quantity surveyor,Kakamega,Low
673,,Low, ,Civil Service administrator,Narok,Medium
674,42,Medium,SME,Company secretary, ,High
675,,,Affluent,Occupational therapist,Lamu,Medium
676,,,Affluent,Careers adviser,Busia,Low
677,,,SME,Petroleum engineer,Kericho,Medium
678,,Low,SME,"Administrator, sports",Siaya,High
679,,,Mass,Architect,Busia,
680,,High, ,Radio broadcast assistant,Bungoma,Medium
681,,,Affluent,Diagnostic radiographer,Isiolo,High
682,,,Affluent,Chartered loss adjuster,Bomet,Medium
683,51,Medium,Mass,Volunteer coordinator,Kajiado,Medium
684,,High,SME,IT consultant,Narok,
685,,,SME,Diagnostic radiographer,Lamu,High
686,,High,Mass,Mudlogger,Garissa,High
687,59,, ,Retail merchandiser,Kwale,High
688,,Low,SME,"Engineer, agricultural",Kitale,Low
689,23,,SME,"Buyer, retail",Kilifi,Medium
690,,Medium, ,Health and safety adviser,Kakamega,
691,,, ,Interpreter,Bomet,High
692,,,Mass,"Production designer, theatre/television/film",Voi,
693,,Medium,Mass,"Lighting technician, broadcasting/film/video",Nairobi,Low
694,,,Mass,"Radiographer, therapeutic",Homa Bay,Low
695,,,SME,Medical secretary,Kwale,
696,,,Mass,"Social research officer, government",Kwale,High
697,21,High,SME,Dispensing optician,Kericho,
698,,,Affluent,Horticultural consultant,Kajiado,High
699,,, ,Government social research officer,Thika,High
700,,Low, ,Computer games developer,Voi,Low
701,,,Affluent,"Producer, television/film/video",Kwale,
702,,High,Mass,"Geologist, engineering",Thika,Low
703,48,Medium,SME,Architectural technologist,Nyeri,Medium
704,57,Medium,SME,"Programmer, multimedia",Bomet,Low
705,,Medium,SME,TEFL teacher,Kajiado,High
706,53,Low, ,"Surveyor, building",Mombasa,
707,,High,Mass,Metallurgist,Kajiado,Medium
708,23,,SME,Soil scientist,Kilifi,Medium
709,,Medium,SME,Professor Emeritus,Kisumu,Medium
710,,High,SME,Artist,Thika,Medium
711,21,,Affluent,Air cabin crew,Homa Bay,
712,,Low,SME,Trade mark attorney,Thika,High
713,,High,Affluent,IT technical support officer,,Medium
714,,High,SME,Tourism officer,Lamu,High
715,79,,SME,Land,Kericho,Low
716,,High,SME,Licensed conveyancer,Nakuru,High
717,,,Affluent,"Research officer, government",Garissa,Medium
718,43,Low,SME,Automotive engineer,Thika,Low
719,,Low,Mass,General practice doctor,Nairobi,Low
720,,,SME,Facilities manager,Meru,Low
721,,,Affluent,Forensic psychologist,Kitale,Medium
722,,,Affluent,"Editor, film/video",Kilifi,High
723,,Medium,Mass,Museum/gallery exhibitions officer,Voi,
724,37,Medium, ,Dietitian,Kakamega,High
725,,,Mass,"Civil engineer, consulting",Kericho,Medium
726,,Low,Mass,Chief of Staff,Nairobi,Medium
727,64,Medium,Affluent,"Designer, interior/spatial",Narok,Low
728,18,High,SME,Government social research officer,Kwale,High
729,,Low,SME,"Psychologist, counselling",Bungoma,Medium
730,,High, ,Seismic interpreter,Nakuru,Medium
731,55,, ,"Sound technician, broadcasting/film/video",Eldoret,
732,,Low, ,"Psychologist, forensic",Voi,High
733,,, ,"Nurse, children's",Kilifi,Low
734,,,Mass,"Scientist, research (physical sciences)",Malindi,Low
735,,,Mass,Structural engineer,Eldoret,Low
736,27,High,SME,Advertising account executive,Narok,High
737,,,Mass,Writer,Kisumu,Medium
738,,Medium,SME,"Engineer, water",Kakamega,Medium
739,,Low,SME,Software engineer,Mombasa,
740,30,Medium,SME,"Conservator, museum/gallery",Siaya,
741,,High,SME,Financial manager,Embu,Medium
742,,High,Affluent,Fashion designer,Thika,Medium
743,,Low,SME,"Scientist, physiological",Narok,High
744,,,Mass,Bonds trader,Nairobi,
745,55,,Mass,Research scientist (maths),Naivasha,Low
746,,High,Mass,Environmental manager,Mombasa,Low
747,,Low,Mass,IT consultant,Lamu,Low
748,,,Affluent,,,Low
749,,, ,Claims inspector/assessor,Narok,Medium
750,,High, ,Network engineer,Nairobi,Medium
751,,Low,SME,Product designer,Busia,High
752,52,Low,SME,Statistician,Meru,Low
753,18,Low,Mass,Statistician,Bungoma,Medium
754,77,High,Mass,"Runner, broadcasting/film/video",Malindi,Medium
755,,, ,Sports development officer,Nyeri,Medium
756,,Low, ,"Nurse, mental health",Bomet,Low
757,,,Mass,Actor,Thika,Medium
758,22,Low,SME,Interior and spatial designer,Busia,
759,,,Affluent,"Geologist, wellsite",Kisumu,Low
760,79,High,Affluent,Primary school teacher,Bomet,Low
761,,Low, ,"Therapist, occupational", ,
762,,Low, ,Claims inspector/assessor,Migori,High
763,,, ,Leisure centre manager,Lamu,High
764,59,,Affluent,Pharmacologist,Garissa,Low
765,,Low,Affluent,Chief of Staff,Bungoma,Low
766,,Low,Mass,Control and instrumentation engineer,Kwale,Low
767,31,,SME,"Surveyor, commercial/residential",Siaya,
768,,, ,Meteorologist,Busia,Medium
769,,Medium,Mass,"Engineer, agricultural",Migori,
770,40,Medium,Affluent,"Engineer, land",Thika,Medium
771,,Low,Mass,"Chemist, analytical",Kisumu,Medium
772,,,Affluent,Conference centre manager,Nyeri,High
773,,High,SME,Land,Kitale,
774,,High,Affluent,"Buyer, retail",Nairobi,
775,,Medium,Mass,"Administrator, local government",Siaya,Low
776,,,SME,Insurance broker,Wajir,
777,,Medium,Affluent,English as a second language teacher,Kajiado,Medium
778,56,Low, ,Sport and exercise psychologist,Homa Bay,Medium
779,,,Affluent,Media planner,Malindi,
780,,High,SME,Public librarian,Nyeri,High
781,,,Mass,Translator,Kitale,High
782,,,SME,Financial trader,Narok,Low
783,59,Low,Mass,Land,Kwale,Low
784,32,Medium,Affluent,Civil Service administrator,Machakos,Medium
785,,Low,Affluent,Hotel manager,Voi,
786,,,SME,"Teacher, primary school",Machakos,Medium
787,,High, ,"Surveyor, mining",Nyeri,Medium
788,,,Affluent,Automotive engineer,Nyeri,
789,55,, ,Translator,Isiolo,Medium
790,,, ,Health and safety inspector,Nyeri,Medium
791,,,SME,Proofreader,Naivasha,High
792,,,Affluent,"Engineer, technical sales",Wajir,Low
793,,Medium, ,Software engineer,Nakuru,High
794,27,,Affluent,"Engineer, broadcasting (operations)",Nairobi,Low
795,22,Low,Mass,"Engineer, broadcasting (operations)",Kakamega,Low
796,,, ,Civil Service fast streamer,Narok,Low
797,,Low,SME,"Engineer, building services",Eldoret,High
798,,,SME,"Research officer, trade union",Wajir,
799,,, ,Warehouse manager,Busia,Medium
800,,,Affluent,Nutritional therapist,Machakos,
801,,,Mass,"Exhibitions officer, museum/gallery",Mombasa,
802,32,Medium,Mass,IT sales professional,Mombasa,Low
803,,,SME,Pharmacologist,Lamu,Low
804,,Low,SME,"Engineer, production",Embu,High
805,,Low,Affluent,Chartered certified accountant,Meru,High
806,,,SME,Seismic interpreter,Nyeri,Medium
807,64,Medium,Affluent,Educational psychologist,Kericho,
808,,Medium, ,Phytotherapist,Kajiado,
809,,Medium,Mass,"Therapist, art",Nairobi,Medium
810,,Low, ,Health visitor,Embu,Low
811,,,SME,Visual merchandiser,Mombasa,High
812,,Medium,Mass,Music therapist, ,Medium
813,,Low,Mass,Paramedic,Nakuru,
814,,Low, ,Analytical chemist,Kwale,Medium
815,28,,Affluent,Travel agency manager,Narok,Medium
816,,,Mass,Toxicologist,Nairobi,
817,55,,Affluent,Clinical molecular geneticist,Nakuru,
818,,Medium, ,Tax inspector,Kakamega,High
819,,Medium, ,Visual merchandiser,Kericho,High
820,40,,Affluent,Medical technical officer,Bomet,
821,,Medium, ,Financial manager,Isiolo,High
822,,,Mass,Leisure centre manager,Nyeri,High
823,,Low, ,Structural engineer,Eldoret,High
824,,Medium, ,Furniture designer,Nairobi,
825,,Low,Mass,Personnel officer,Embu,Low
826,,High,Affluent,Commercial art gallery manager,Homa Bay,Low
827,,, ,Outdoor activities/education manager,Lamu,High
828,,High,Affluent,Volunteer coordinator,Busia,Low
829,,Medium,Mass,"Designer, graphic",,High
830,,Low,Affluent,"Designer, blown glass/stained glass",Isiolo,Low
831,,Medium,Affluent,Film/video editor,Bomet,Low
832,68,High,SME,Personnel officer,Kisumu,Medium
833,46,Medium,SME,"Journalist, broadcasting",Kisumu,High
834,,, ,Lobbyist,Nakuru,Low
835,,High,SME,Fish farm manager,Naivasha,Low
836,,Medium,SME,"Librarian, public",Kericho,Medium
837,,Low,SME,"Solicitor, Scotland",Meru,Low
838,,Medium,Affluent,"Therapist, nutritional",Kisumu,Medium
839,18,Low,Affluent,"Librarian, public",Malindi,Low
840,72,,SME,Museum/gallery curator,Garissa,Medium
841,,Medium,Mass,Trade mark attorney,Bomet,Medium
842,,,SME,"Engineer, production",Nyeri,
843,,High,Mass,"Doctor, hospital",Garissa,High
844,,Low,Affluent,Communications engineer,Nairobi,
845,,High,Mass,Public relations officer,Kwale,High
846,,Low,Affluent,Town planner,Bomet,Low
847,,,Mass,Health and safety adviser,Siaya,High
848,42,,Affluent,Occupational psychologist,Bungoma,
849,,Medium,Affluent,"Education officer, community",Nyeri,High
850,,,SME,Clothing/textile technologist,Naivasha,
851,,Low, ,Visual merchandiser,Naivasha,High
852,34,Low, ,Transport planner,Kisumu,Low
853,,Low,Affluent,Higher education careers adviser,Naivasha,Low
854,,Low,SME,Glass blower/designer,Meru,High
855,,Medium, ,Planning and development surveyor,Machakos,High
856,,High, ,Ambulance person,Kisumu,Low
857,,,SME,Camera operator,Busia,High
858,42,Medium,SME,IT trainer,Eldoret,Medium
859,,Low, ,Ceramics designer,Kericho,Low
860,,Medium, ,"Scientist, product/process development",Kericho,Low
861,,,Mass,Event organiser,Wajir,
862,,Low,Mass,Translator,Machakos,
863,,,Affluent,"Education officer, community",Isiolo,Medium
864,,Low, ,Outdoor activities/education manager,Wajir,High
865,,,SME,Race relations officer,Wajir,Medium
866,,,SME,"Administrator, local government",Naivasha,High
867,66,High, ,Research scientist (physical sciences),Bomet,
868,,High,Affluent,Warden/ranger,Nyeri,High
869,,Medium,SME,"Scientist, audiological",Nyeri,
870,,Medium, ,Ecologist,Voi,Low
871,,, ,Trade union research officer,Kakamega,Low
872,,Low,Affluent,Tour manager,Kitale,High
873,,, ,Recruitment consultant,Wajir,
874,66,,SME,Learning disability nurse,Kericho,Medium
875,,Low,Mass,"Scientist, physiological",Machakos,
876,,Low,Affluent,Engineering geologist,Malindi,
877,,High, ,Bookseller,Lamu,
878,,,Affluent,Radio broadcast assistant,Embu,Low
879,,, ,Passenger transport manager,Malindi,
880,49,Medium,Mass,Community pharmacist,Narok,High
881,,High,Affluent,Network engineer,Homa Bay,Low
882,,, ,Music tutor,Meru,Low
883,36,Low,Mass,"Journalist, magazine",Migori,Low
884,35,,SME,Adult guidance worker,Nyeri,
885,,, ,Animal technologist,Kajiado,Medium
886,,High,Mass,Intelligence analyst,Meru,
887,,Low,Mass,Licensed conveyancer,Nairobi,
888,,,Affluent,Contractor,Lamu,Medium
889,,Medium, ,Mechanical engineer,Kisumu,
890,,High,SME,Medical technical officer,Kakamega,High
891,,, ,"Engineer, manufacturing",Naivasha,Medium
892,,,Mass,Location manager,Isiolo,High
893,,Low,SME,"Engineer, manufacturing",Kericho,High
894,72,Medium,Mass,"Engineer, maintenance",Voi,Low
895,,,Affluent,Structural engineer,Voi,Low
896,,High, ,Clinical psychologist,Kilifi,Medium
897,,,Mass,Operational researcher,Isiolo,
898,72,,Mass,Diagnostic radiographer,Homa Bay,High
899,,High, ,"Surveyor, rural practice",Lamu,
900,25,High,SME,Building control surveyor,Homa Bay,High
901,,,Mass,Community pharmacist,Bungoma,Low
902,,Low, ,Leisure centre manager,Nyeri,Low
903,71,High,Affluent,Intelligence analyst,Meru,Low
904,,,Affluent,Web designer,Machakos,Medium
905,,Low, ,Community pharmacist,Narok,High
906,,Low,Mass,Chiropodist,Kisumu,
907,,Low, ,"Sales professional, IT",Bomet,High
908,68,High, ,"Lecturer, higher education",Kwale,
909,,Low,Mass,Leisure centre manager,Busia,
910,,,SME,Visual merchandiser,Lamu,
911,,Low,SME,"Engineer, materials",Meru,High
912,,,Affluent,"Restaurant manager, fast food",Mombasa,Low
913,,Medium,SME,Corporate investment banker,Narok,Medium
914,,, ,Sport and exercise psychologist,Wajir,Medium
915,,High,Mass,International aid/development worker,Wajir,Low
916,,Low,Affluent,Health physicist,Machakos,Medium
917,,Low,SME,"Development worker, community",Isiolo,
918,24,, ,Statistician,Machakos,Medium
919,,Low,Affluent,"Accountant, chartered management",Eldoret,High
920,,,Mass,Industrial/product designer,Thika,Low
921,,High,SME,"Designer, industrial/product",Wajir,Low
922,,Medium, ,Human resources officer,Nyeri,Low
923,,Low,Mass,Product manager,Garissa,Low
924,53,Medium, ,Social researcher,Kwale,High
925,,Low, ,Sports administrator,Nakuru,
926,,High, ,Research scientist (life sciences),Kisumu,
927,19,,Mass,Geoscientist,Lamu,
928,,High,Affluent,Intelligence analyst,Meru,Medium
929,28,Medium, ,"Nurse, adult", ,
930,,Low,Affluent,Control and instrumentation engineer,Homa Bay,Medium
931,,Medium,Affluent,Sub,Kajiado,High
932,,,SME,Building surveyor,Homa Bay,Medium
933,37,High,SME,Environmental consultant,Garissa,
934,,Medium,Affluent,Dispensing optician,Lamu,Low
935,,Medium,SME,Fisheries officer,Meru,High
936,,,SME,Personnel officer,Malindi,
937,,Low,Affluent,"Pharmacist, community",Bungoma,
938,70,Medium,Mass,Translator,Kitale,
939,,,SME,Meteorologist,Voi,High
940,,Low,SME,Tourism officer,Machakos,Low
941,,Low,Mass,Intelligence analyst,Embu,Low
942,,High,Mass,"Therapist, sports",Bomet,Low
943,76,,Mass,"Lighting technician, broadcasting/film/video",Isiolo,
944,,Low,Affluent,Emergency planning/management officer,Kitale,Medium
945,,High,Mass,Bookseller,Bomet,
946,,,Affluent,"Teacher, English as a foreign language",Embu,Low
947,,, ,"Horticulturist, amenity",Migori,High
948,,, ,Prison officer,Voi,Medium
949,,Low,Mass,Engineering geologist,Eldoret,Medium
950,31,,Mass,Trade union research officer,Nairobi,
951,26,High, ,Careers adviser,Kericho,High
952,57,Low,Affluent,"Pilot, airline",Embu,Medium
953,,,Affluent,Solicitor,Mombasa,Low
954,,,Mass,"Scientist, water quality",Homa Bay,
955,,,Mass,"Lighting technician, broadcasting/film/video",Eldoret,
956,,Low,Mass,Conference centre manager,Siaya,Low
957,21,High, ,"Geologist, engineering",Nairobi,Low
958,,High,SME,Radiation protection practitioner,Kitale,Low
959,46,Low,Mass,Retail manager,Narok,Medium
960,,Low,Affluent,Technical brewer,Siaya,High
