transaction_id,customer_id,transaction_date,amount,category,channel,balance_after
100567,1809,2025-03-07,,Electronics,App,357778.0
100568,6254,2025-02-27,74042,Electronics,Branch,
100569,3876,2025-04-22,85617,Bills,Branch,
100570,643,2025-02-22,,Groceries,Branch,
100571,703,2025-06-16,,,,233425.0
100572,2849,2024-12-18,74231,,,
100573,2918,2024-04-02,,School Fees,Internet Banking,130445.0
100574,3613,2026-01-04,,Bills,USSD,
100575,1723,2026-01-11,,,Branch,
100576,849,2024-11-10,166552,School Fees,Internet Banking,43251.0
100577,2555,2025-03-01,,Travel,Internet Banking,
100578,6321,2024-06-05,,Electronics,,583266.0
100579,1463,2024-06-30,25655,School Fees,USSD,401439.0
100580,5963,2024-10-23,243595,Groceries,Internet Banking,575902.0
100581,6812,2025-04-21,,Travel,App,
100582,3830,2025-07-29,,,Internet Banking,
100583,3783,2025-07-29,96600,Travel,,137250.0
100584,511,2025-02-12,,Bills,Branch,
100585,2157,2025-05-18,271674,Groceries,,572527.0
100586,2920,2025-09-23,266364,Travel,,
100587,5192,2024-10-07,,Groceries,USSD,
100588,6633,2025-12-21,175959,Electronics,App,
100589,733,2025-06-07,4856,,App,
100590,6425,2025-05-02,,,USSD,653922.0
100591,2951,2025-09-30,,Groceries,USSD,
100592,3961,2025-12-27,86673,Bills,Internet Banking,
100593,1238,2024-11-12,,Bills,App,
100594,1481,2024-10-29,180574,School Fees,,
100595,2466,2025-12-12,,,Internet Banking,
100596,2011,2024-11-05,,Electronics,App,144395.0
100597,6898,2025-01-03,,Electronics,Branch,396857.0
100598,5630,2025-06-15,,Groceries,,
100599,4758,2025-08-15,145516,Bills,,
100600,5298,2026-02-27,,Bills,Internet Banking,
100601,2736,2025-08-10,,Bills,App,
100602,4200,2025-06-14,,,USSD,216317.0
100603,2760,2025-09-05,64098,Electronics,Branch,727901.0
100604,6726,2024-12-24,,Bills,,
100605,6201,2025-08-01,,School Fees,USSD,
100606,578,2025-05-16,,Travel,USSD,
100607,5178,2025-06-21,,Bills,USSD,207905.0
100608,6261,2026-02-20,65179,School Fees,USSD,
100609,3497,2026-02-22,,School Fees,Internet Banking,729567.0
100610,819,2025-08-21,,Travel,,513229.0
100611,4175,2025-04-28,94887,Electronics,USSD,
100612,5944,2025-02-19,,Bills,USSD,
100613,1890,2024-09-05,226775,,App,
100614,559,2024-05-30,,School Fees,,
100615,2934,2024-05-10,116197,School Fees,Branch,396903.0
100616,5803,2024-08-09,,,USSD,
100617,1620,2025-11-14,,Travel,Internet Banking,
100618,6252,2025-01-06,254672,,USSD,734474.0
100619,6943,2024-05-07,,School Fees,USSD,353605.0
100620,6832,2025-07-19,,Bills,USSD,500881.0
100621,5950,2025-08-24,,Electronics,,
100622,70,2024-07-07,123941,School Fees,,309045.0
100623,6531,2026-02-11,234890,Electronics,USSD,
100624,1190,2024-04-27,,School Fees,Internet Banking,
100625,2903,2024-11-30,,School Fees,Branch,257162.0
100626,5178,2024-08-20,,Bills,App,455372.0
100627,5571,2025-08-07,,Electronics,Branch,
100628,4341,2025-11-15,,,Internet Banking,416565.0
100629,3117,2024-04-18,249954,Groceries,Internet Banking,
100630,684,2025-07-26,266120,Bills,Branch,
100631,5896,2025-05-30,208363,Electronics,Branch,
100632,5698,2025-01-11,248687,Electronics,USSD,462760.0
100633,3911,2025-09-13,131073,Electronics,Branch,
100634,3773,2025-11-26,,,Branch,15335.0
100635,6929,2025-01-28,6305,Groceries,USSD,711909.0
100636,71,2025-06-01,,Bills,Internet Banking,183483.0
100637,5985,2026-02-18,,,,712946.0
100638,1263,2024-05-25,,Groceries,USSD,693998.0
100639,2156,2024-03-29,,School Fees,Branch,
100640,5328,2025-06-27,,Travel,App,788498.0
100641,4818,2025-02-13,,Groceries,Branch,
100642,4398,2024-11-07,,School Fees,App,
100643,5550,2026-02-23,,Groceries,USSD,
100644,1372,2025-01-22,,Electronics,,384557.0
100645,1916,2025-11-24,213646,Travel,,
100646,6672,2024-08-02,,Travel,App,
100647,5526,2025-06-11,,,Internet Banking,678522.0
100648,6022,2025-12-12,63265,School Fees,App,225775.0
100649,3806,2025-06-18,,,App,
100650,5048,2024-08-31,,,USSD,541313.0
100651,4352,2024-10-05,114553,,Branch,4793.0
100652,5050,2025-10-06,198934,Groceries,Internet Banking,593947.0
100653,5265,2025-12-12,192539,Groceries,App,
100654,5796,2026-01-30,,,USSD,710518.0
100655,1548,2026-01-07,,Groceries,Internet Banking,
100656,6706,2025-12-06,251481,School Fees,,65526.0
100657,3899,2024-07-10,,Groceries,,590842.0
100658,4456,2024-10-04,,Travel,USSD,
100659,3556,2025-03-31,60905,Travel,Internet Banking,633138.0
100660,1214,2024-06-05,240358,Bills,Branch,
100661,6440,2026-02-13,,Groceries,USSD,483874.0
100662,2141,2024-07-10,,Groceries,Branch,503758.0
100663,5250,2025-11-16,,,App,107575.0
100664,861,2025-08-03,,Travel,Branch,
100665,990,2025-08-17,,Travel,USSD,
100666,4580,2024-08-12,,Electronics,Internet Banking,488083.0
100667,2924,2025-01-16,,Electronics,Branch,
100668,1433,2025-03-02,,Bills,App,37992.0
100669,341,2024-04-27,213744,Travel,Internet Banking,226372.0
100670,2378,2025-05-22,260736,Bills,,797758.0
100671,6015,2025-08-26,256198,Groceries,,
100672,6943,2025-03-09,,Groceries,Internet Banking,
100673,1199,2025-01-17,,Travel,USSD,118950.0
100674,1468,2025-09-29,,School Fees,Branch,
100675,4297,2025-02-09,219889,Bills,Branch,176756.0
100676,4839,2024-12-19,,School Fees,Internet Banking,98466.0
100677,4194,2025-10-24,33099,Groceries,Branch,322824.0
100678,5673,2024-07-17,,,,
100679,1292,2025-10-22,,,Internet Banking,
100680,4935,2025-07-24,298701,Bills,Branch,349245.0
100681,352,2025-09-20,183238,Groceries,App,
100682,6611,2024-08-17,,Electronics,USSD,
100683,1302,2024-11-15,147406,Travel,App,
100684,3640,2025-04-15,101161,Electronics,App,270693.0
100685,3088,2024-03-21,,,Branch,
100686,6074,2024-09-01,202414,,Internet Banking,10277.0
100687,456,2026-01-22,,Bills,,737725.0
100688,5854,2024-10-04,209254,Electronics,Internet Banking,
100689,3251,2024-12-26,20009,,Branch,
100690,1158,2025-03-09,,,Branch,
100691,258,2026-01-02,,Bills,,697639.0
100692,2110,2025-11-08,,School Fees,App,
100693,482,2025-04-21,,Travel,App,334511.0
100694,5597,2025-09-14,259274,School Fees,Internet Banking,108454.0
100695,5096,2024-12-29,,,USSD,208320.0
100696,4731,2024-12-10,,Groceries,Branch,272529.0
100697,3114,2024-04-14,,,,171099.0
100698,1397,2025-10-23,,Travel,Internet Banking,740770.0
100699,5419,2024-11-07,,Electronics,,
100700,5172,2025-07-09,,Bills,App,145992.0
100701,5499,2025-09-17,,Travel,App,798482.0
100702,6074,2024-10-22,,Groceries,Internet Banking,33751.0
100703,6456,2025-05-22,,,USSD,
100704,2627,2025-04-18,,School Fees,App,90905.0
100705,6203,2026-01-23,168461,,,
100706,6448,2025-11-14,,Groceries,Branch,203920.0
100707,6179,2024-09-28,,Electronics,Branch,243699.0
100708,648,2024-10-28,,Bills,USSD,
100709,5107,2024-10-30,,,Internet Banking,566352.0
100710,1612,2025-07-20,296768,Bills,USSD,701652.0
100711,3826,2025-12-09,,Electronics,,625770.0
100712,4589,2024-03-26,,Bills,USSD,433246.0
100713,4587,2024-08-01,124339,Travel,Branch,496521.0
100714,2269,2024-09-29,,Travel,App,
100715,3885,2024-05-09,,Electronics,App,336270.0
100716,5717,2026-02-10,,Electronics,Internet Banking,
100717,6267,2025-09-06,130915,Groceries,,37029.0
100718,2755,2025-06-10,,Bills,Internet Banking,
100719,5222,2025-09-08,,,USSD,647648.0
100720,5915,2024-11-22,,,USSD,38359.0
100721,4983,2025-08-10,133619,School Fees,USSD,158304.0
100722,3587,2024-07-27,5900,Electronics,,259933.0
100723,3385,2025-06-20,,Groceries,App,326314.0
100724,6081,2026-01-01,215988,Electronics,Branch,
100725,4590,2025-04-22,212946,,Branch,74259.0
100726,759,2025-11-15,,Electronics,USSD,85844.0
100727,5780,2026-02-17,127242,Travel,USSD,
100728,633,2025-03-04,29015,,USSD,
100729,3585,2024-11-03,,Bills,,687896.0
100730,330,2025-01-08,17183,,Branch,
100731,3020,2025-01-27,,Electronics,Internet Banking,87440.0
100732,6020,2026-02-12,41278,Bills,App,94643.0
100733,5447,2026-03-13,,Groceries,Internet Banking,264473.0
100734,10,2024-10-05,252258,Electronics,App,500031.0
100735,4054,2025-04-25,,,,412573.0
100736,2175,2024-12-22,,School Fees,App,
100737,985,2024-07-16,,,,527995.0
100738,669,2025-08-04,278892,Travel,Branch,
100739,2279,2026-02-07,115329,School Fees,App,
100740,5135,2024-08-16,,Travel,USSD,154995.0
100741,6631,2025-01-19,,Electronics,USSD,369815.0
100742,442,2025-06-03,,,,654416.0
100743,2926,2024-06-25,122765,Electronics,Branch,663511.0
100744,4021,2025-04-25,,Bills,,
100745,5678,2026-03-01,,Travel,Internet Banking,
100746,274,2024-12-19,,Groceries,Internet Banking,194797.0
100747,4714,2024-11-19,,School Fees,Internet Banking,
100748,1027,2024-11-10,,,USSD,76929.0
100749,2374,2025-03-20,,Groceries,Internet Banking,
100750,4349,2025-12-17,,Travel,App,
100751,1558,2025-02-17,,Groceries,Internet Banking,557864.0
100752,3127,2025-01-30,295366,Travel,USSD,
100753,2934,2025-03-22,281422,Bills,App,
100754,448,2024-10-16,,Bills,Branch,
100755,3369,2024-06-29,,Groceries,,
100756,3694,2025-06-19,,,,
100757,6517,2025-05-18,,,App,
100758,3807,2025-07-28,,Groceries,App,
100759,4565,2025-07-29,102395,,,442787.0
100760,6904,2026-02-27,44172,,,535738.0
100761,5256,2024-06-23,,Travel,App,285959.0
100762,6977,2024-08-06,,Bills,,428340.0
100763,3997,2024-08-06,,,Branch,702596.0
100764,3318,2024-07-21,,Groceries,Internet Banking,
100765,70,2024-06-08,,,Internet Banking,708345.0
100766,4577,2026-02-07,55353,Travel,Branch,532759.0
100767,2578,2026-02-19,147155,Travel,Internet Banking,463338.0
100768,4586,2025-06-18,,Groceries,Internet Banking,
100769,4599,2025-01-24,117838,School Fees,Internet Banking,
100770,3057,2024-12-19,,,USSD,
100771,5818,2024-12-16,42632,Electronics,Branch,
100772,117,2025-05-18,82055,Travel,,310920.0
100773,1814,2025-05-06,116048,Bills,App,71740.0
100774,6751,2024-05-16,47697,,Branch,442439.0
100775,5015,2025-02-15,148542,,Branch,
100776,904,2025-03-21,36298,Electronics,USSD,593688.0
100777,4524,2025-03-22,,Travel,USSD,351031.0
100778,494,2024-12-20,,,Internet Banking,521970.0
100779,6206,2025-02-18,257905,School Fees,USSD,274802.0
100780,3859,2025-08-20,,Electronics,,
100781,5947,2024-04-16,,Bills,,
100782,6641,2026-01-30,35590,Electronics,Internet Banking,47519.0
100783,2684,2026-03-01,130238,,USSD,22911.0
100784,4176,2025-05-31,,,Internet Banking,
100785,3731,2025-11-07,269405,Groceries,App,607956.0
100786,6629,2024-11-18,,Travel,USSD,411948.0
100787,5142,,294342,,USSD,670298.0
100788,4691,2024-09-16,,Groceries,USSD,
100789,5444,2025-06-09,,School Fees,USSD,650739.0
100790,1541,2024-10-03,66191,Electronics,,361029.0
100791,6405,,,Groceries,Internet Banking,777041.0
100792,6273,2024-12-20,28908,School Fees,,
100793,626,2024-12-30,248560,Groceries,Internet Banking,98944.0
100794,4380,2025-05-31,16523,Bills,App,
100795,5973,2025-12-07,,Groceries,USSD,
100796,5308,2025-01-25,260557,Travel,Branch,
100797,6163,2024-07-22,,,,763419.0
100798,6743,2024-12-26,,Groceries,Branch,
100799,6798,2024-08-05,,Groceries,App,
100800,4859,2025-02-03,,Groceries,Branch,310303.0
100801,838,2025-11-26,,,App,471845.0
100802,2016,2025-07-27,,Groceries,,127505.0
100803,2016,2024-04-22,,Groceries,App,46817.0
100804,3080,2026-01-25,,Electronics,,395676.0
100805,5157,2024-05-14,102255,Electronics,,320478.0
100806,5718,2026-01-05,16263,,Branch,
100807,72,2025-06-30,,,Internet Banking,616094.0
100808,3453,2025-03-20,,Bills,Internet Banking,258745.0
100809,4749,2025-12-22,,Electronics,Internet Banking,513876.0
100810,3879,2024-11-17,,School Fees,USSD,542943.0
100811,64,2024-11-02,,Travel,Branch,376587.0
100812,30,,,Groceries,App,731644.0
100813,3972,2025-07-04,,Groceries,Internet Banking,
100814,4653,2024-03-28,225913,Groceries,Branch,731039.0
100815,6790,2026-03-01,,Bills,USSD,753381.0
100816,2326,2025-01-02,,Bills,Branch,
100817,5851,2026-02-05,,School Fees,App,208616.0
100818,4373,2024-07-17,,,Internet Banking,311150.0
100819,6365,2024-04-24,,Groceries,App,
100820,5313,2025-04-24,,Bills,USSD,162717.0
100821,4766,2025-04-19,,Groceries,App,
100822,2880,2024-06-06,,Electronics,USSD,
100823,2189,2025-07-24,,Groceries,App,45802.0
100824,2782,2025-03-04,,School Fees,USSD,610576.0
100825,4122,2024-07-19,,School Fees,Branch,
100826,2146,2024-03-25,207983,Bills,Branch,228597.0
100827,276,2025-12-09,296558,Groceries,Branch,371161.0
100828,6717,2026-01-19,251256,School Fees,Branch,36308.0
100829,1267,2024-08-26,,Electronics,App,
100830,3974,2026-01-11,,,,267984.0
100831,6577,2025-04-04,,Bills,USSD,
100832,4105,2026-01-30,,Electronics,USSD,
100833,2944,2025-02-06,,School Fees,,
100834,2981,2024-08-02,,,USSD,
100835,2320,2025-04-28,,Bills,USSD,267832.0
100836,5892,2025-10-19,,Groceries,Branch,223531.0
100837,32,2024-05-19,,,USSD,367512.0
100838,852,2025-01-27,285090,Travel,USSD,
100839,605,2024-07-08,,Groceries,Internet Banking,
100840,3200,2025-07-08,,,USSD,
100841,5869,2026-02-27,,Groceries,,
100842,2065,2024-10-21,236214,Electronics,USSD,374747.0
100843,3545,2025-06-19,,Groceries,,612402.0
100844,2349,2025-07-13,292057,Travel,USSD,765389.0
100845,1808,2025-04-20,197355,Bills,,382816.0
100846,3860,2024-10-10,,Bills,USSD,725886.0
100847,4138,2025-10-03,,,USSD,701218.0
100848,5898,2025-05-14,,Travel,Internet Banking,718101.0
100849,6196,2026-01-29,,Electronics,Internet Banking,
100850,6332,2024-05-17,251929,,USSD,658385.0
100851,6064,2025-08-15,157773,Travel,Internet Banking,488363.0
100852,2199,2025-05-02,,Bills,App,
100853,3873,2024-08-20,,,App,
100854,3563,2024-12-07,,Travel,Branch,
100855,3199,2025-09-11,,Electronics,Branch,
100856,4505,2024-10-31,,,App,479528.0
100857,1893,2025-12-04,199234,Groceries,Branch,499426.0
100858,4440,2025-02-27,,Groceries,USSD,
100859,6735,2024-06-06,,,USSD,
100860,5815,2024-08-05,,Bills,Branch,465327.0
100861,3170,2025-04-24,,,App,559992.0
100862,6990,2025-11-27,81724,Electronics,,
100863,2948,2026-01-18,,Groceries,USSD,
100864,4124,2025-04-27,98614,Groceries,Internet Banking,
100865,3101,2024-07-21,,Groceries,,558990.0
100866,3922,2025-11-16,,School Fees,Internet Banking,
100867,4730,2025-03-05,,Groceries,USSD,
100868,4308,2026-01-27,,School Fees,Branch,776342.0
100869,4784,2024-10-14,,Travel,Internet Banking,485676.0
100870,3689,2025-04-27,55444,Bills,App,408542.0
100871,5600,2024-08-07,24929,Bills,Internet Banking,320976.0
100872,72,2024-12-28,,,App,527511.0
100873,2158,2025-02-10,,,,
100874,1137,2026-01-27,286462,School Fees,,219651.0
100875,5517,2024-05-26,268042,Electronics,Branch,
100876,4328,2024-05-28,,,App,742282.0
100877,4078,2025-01-09,,,Branch,
100878,43,2025-07-17,165038,School Fees,Internet Banking,
100879,4361,2024-05-07,,,Branch,
100880,1832,2025-08-21,244753,Groceries,Internet Banking,
100881,46,2025-12-09,,,,89813.0
100882,3642,2025-11-28,,,Branch,132725.0
100883,6072,2024-07-22,,Electronics,,
100884,1676,2024-05-18,,,Internet Banking,364830.0
100885,3353,2025-08-25,60766,Bills,App,438303.0
100886,6382,2025-11-09,128295,Travel,USSD,579173.0
100887,6745,2025-07-07,174444,Travel,Internet Banking,
100888,1270,2026-03-08,190653,School Fees,Internet Banking,23930.0
100889,3984,2025-12-04,,,USSD,488843.0
100890,6835,2024-10-26,86435,School Fees,USSD,
100891,3964,2025-07-22,18722,School Fees,,
100892,3024,2025-06-25,157256,School Fees,Internet Banking,
100893,2791,2025-11-10,,,Internet Banking,300510.0
100894,3171,2025-05-01,,Bills,Branch,
100895,4823,2024-12-31,,Groceries,USSD,518558.0
100896,6344,2025-02-17,,Bills,App,558114.0
100897,1013,2024-04-20,,Travel,Internet Banking,21124.0
100898,6581,2026-01-17,,,Branch,607154.0
100899,4590,2024-04-23,,Travel,App,
100900,3508,2024-06-11,268437,,,
100901,4803,2025-03-09,,Travel,Branch,
100902,2072,2024-07-23,,Groceries,App,
100903,2006,2026-02-05,49441,Groceries,Internet Banking,
100904,2318,2024-06-22,,Electronics,Branch,315216.0
100905,6934,2024-05-10,,Groceries,USSD,
100906,4834,2025-08-09,,Travel,App,
100907,5348,2025-08-20,,Groceries,Internet Banking,
100908,2176,2025-11-03,,Groceries,Branch,596411.0
100909,4639,2024-12-06,146292,Groceries,App,
100910,1787,2024-05-26,,School Fees,,
100911,3130,2024-10-12,,,,
100912,2373,2024-04-05,,,USSD,
100913,6803,2025-09-25,,,Branch,389928.0
100914,5226,2026-02-01,,Groceries,Branch,
100915,1461,2024-12-17,,School Fees,USSD,
100916,6229,2025-06-09,,Travel,Branch,369835.0
100917,5122,2025-10-16,2949,Electronics,,534675.0
100918,5557,2025-08-02,175614,,,
100919,6595,2025-07-13,,,USSD,244116.0
100920,1465,2026-02-10,,Bills,Internet Banking,
100921,5342,2024-07-12,,,USSD,772597.0
100922,3042,2024-09-15,26337,Electronics,,765545.0
100923,5145,2025-02-24,,,USSD,768747.0
100924,1059,2025-03-17,,Bills,,
100925,6813,2025-01-16,102455,,Internet Banking,655155.0
100926,972,2024-07-20,,Travel,,
100927,2391,2025-07-01,,School Fees,Branch,778787.0
100928,5084,2025-02-21,141642,Groceries,App,373608.0
100929,5486,2025-08-04,25704,School Fees,Internet Banking,
100930,5456,2025-02-05,,Bills,App,765528.0
100931,3000,2025-01-11,142863,,Internet Banking,
100932,2505,2025-02-04,,Groceries,Internet Banking,54128.0
100933,899,2026-02-04,224902,Bills,Internet Banking,601514.0
100934,1814,2024-12-14,150341,,Internet Banking,618821.0
100935,1503,2024-08-04,10819,Bills,,750682.0
100936,6542,2024-09-28,,,Branch,608541.0
100937,5926,2025-05-21,,,,
100938,343,2025-03-07,,Groceries,,441275.0
100939,3861,2025-01-03,58661,Electronics,Branch,
100940,3352,2025-03-03,,Electronics,Internet Banking,325239.0
100941,2861,2025-06-06,67250,,Branch,
100942,1249,2026-01-13,274426,,App,54126.0
100943,6191,2025-09-24,,Bills,Branch,
100944,1209,2026-01-26,,Travel,,623846.0
100945,5011,2024-11-27,,School Fees,Internet Banking,
100946,6306,2024-05-30,,Electronics,,
100947,5763,2025-12-26,,Groceries,App,
100948,4391,2025-05-13,,Bills,Internet Banking,
100949,2140,2025-09-29,,School Fees,USSD,272422.0
100950,1611,2026-02-18,8505,,,
100951,1980,2025-01-10,,,,246472.0
100952,5378,2024-09-01,287999,School Fees,Branch,
100953,2798,2024-04-26,86103,Bills,Internet Banking,
100954,557,2024-07-13,,School Fees,,
100955,6119,2025-02-12,,Travel,App,607668.0
100956,3995,2025-11-29,115210,Bills,Internet Banking,
100957,4405,2025-01-27,70260,,Internet Banking,331829.0
100958,5769,2026-02-09,,School Fees,Branch,462405.0
100959,3687,2024-09-15,51343,School Fees,,
100960,1153,2024-08-04,60280,,,778079.0
100961,3745,2025-08-09,,Electronics,USSD,
100962,3622,2024-05-17,,School Fees,USSD,
100963,6713,2025-11-05,22751,School Fees,Internet Banking,39986.0
100964,5281,2025-07-07,,,,
100965,6320,2024-03-19,,Electronics,Branch,207069.0
100966,5891,2024-10-17,,Bills,,123934.0
100967,3360,2026-03-05,160328,,Branch,
100968,973,2025-09-03,43179,Electronics,USSD,
100969,3908,2025-05-06,,Groceries,App,416737.0
100970,3729,2024-10-19,255314,Groceries,,
100971,5034,2025-11-23,59849,Travel,USSD,147680.0
100972,3412,2024-10-09,,School Fees,App,
100973,3067,2025-10-12,,,App,61662.0
100974,1292,2025-07-28,,Groceries,USSD,
100975,4314,2024-05-03,234038,Bills,USSD,
100976,2861,2024-10-25,152328,Bills,USSD,
100977,164,2025-02-25,,,Branch,
100978,3920,2024-09-30,168254,Groceries,Internet Banking,
100979,1715,2025-09-02,180991,Electronics,Internet Banking,
100980,3463,2025-07-16,,,Internet Banking,
100981,1441,2025-05-21,,,Branch,
100982,2096,2025-04-16,207119,Travel,USSD,534017.0
100983,5314,2025-01-24,,,Internet Banking,
100984,801,2025-06-22,,Electronics,Branch,
100985,2766,2025-11-21,,Travel,Branch,
100986,6228,2025-05-25,,,USSD,32948.0
100987,2661,2024-12-10,240695,Groceries,App,
100988,1691,2024-06-27,,,Branch,267528.0
100989,234,2025-11-13,,Electronics,,
100990,1877,2024-12-26,,Groceries,Branch,370820.0
100991,962,2024-12-26,,Travel,App,507897.0
100992,3371,2024-04-21,,Bills,App,163933.0
100993,6992,2025-01-11,276997,,,
100994,6291,2024-11-24,,Electronics,Internet Banking,
100995,6340,2024-10-22,,Groceries,Branch,580142.0
100996,5002,2025-03-22,,Travel,USSD,
100997,5110,2024-05-09,291654,Bills,USSD,90132.0
100998,1046,2025-02-25,,Electronics,,
100999,6092,2025-06-21,178125,Travel,App,
101000,4482,2024-05-15,,Electronics,Internet Banking,
101001,6121,2025-08-24,225982,Electronics,Branch,152387.0
101002,4460,2024-06-22,,,Branch,
101003,6418,2024-04-25,,School Fees,Branch,
101004,1408,2024-04-20,,,USSD,632426.0
101005,208,2024-05-29,,Groceries,Internet Banking,
101006,4371,2025-06-27,29888,School Fees,,
101007,1753,2024-12-22,,Electronics,USSD,133739.0
